Epoch: 0 time: 33.360987739637494, train_loss: 0.21498219966888427, val_loss: 0.1753384917974472
Epoch: 32 time: 15.679797448217869, train_loss: 0.05986686944961548, val_loss: 0.07191945612430573
Epoch: 33 time: 15.451745316386223, train_loss: 0.05257788896560669, val_loss: 0.058868084102869034
Epoch: 34 time: 15.774624463170767, train_loss: 0.053773891925811765, val_loss: 0.04723326861858368
Epoch: 35 time: 17.04810111410916, train_loss: 0.05902653932571411, val_loss: 0.05645666643977165
Epoch: 36 time: 16.28617760166526, train_loss: 0.05327298641204834, val_loss: 0.0624416209757328
Epoch: 37 time: 16.852945271879435, train_loss: 0.05339455604553223, val_loss: 0.05751098319888115
Epoch: 38 time: 16.70816372334957, train_loss: 0.05290436148643494, val_loss: 0.04844927415251732
Epoch: 39 time: 16.462890397757292, train_loss: 0.0566389799118042, val_loss: 0.05178691819310188
Epoch: 40 time: 15.20014838501811, train_loss: 0.053232389688491824, val_loss: 0.0630611777305603
Epoch: 41 time: 15.679498488083482, train_loss: 0.05297785997390747, val_loss: 0.04601122811436653
Epoch: 42 time: 16.218520246446133, train_loss: 0.0556570827960968, val_loss: 0.053390584886074066
Epoch: 43 time: 15.946181895211339, train_loss: 0.05314871072769165, val_loss: 0.05288955941796303
Epoch: 44 time: 15.955995135009289, train_loss: 0.05106627345085144, val_loss: 0.042601678520441055
Epoch: 45 time: 16.107137760147452, train_loss: 0.047663596272468564, val_loss: 0.04158115014433861
Epoch: 46 time: 15.61813197657466, train_loss: 0.04722720384597778, val_loss: 0.057045478373765945
Epoch: 47 time: 16.227061219513416, train_loss: 0.05669984221458435, val_loss: 0.04467171058058739
Epoch: 48 time: 16.7289220392704, train_loss: 0.05390866994857788, val_loss: 0.048967719078063965
Epoch: 49 time: 17.24604158475995, train_loss: 0.05062432885169983, val_loss: 0.0411507822573185
Epoch: 50 time: 16.90958617068827, train_loss: 0.049311548471450806, val_loss: 0.05614274740219116
Epoch: 51 time: 16.071294505149126, train_loss: 0.057380151748657224, val_loss: 0.04023965075612068
Epoch: 52 time: 16.370288422331214, train_loss: 0.05050492286682129, val_loss: 0.061050113290548325
Epoch: 53 time: 16.102314818650484, train_loss: 0.0456311047077179, val_loss: 0.04614105075597763
Epoch: 54 time: 16.30748387798667, train_loss: 0.04614512026309967, val_loss: 0.04142384231090546
Epoch: 55 time: 17.280432254076004, train_loss: 0.04744233787059784, val_loss: 0.03840615972876549
Epoch: 56 time: 16.94743674620986, train_loss: 0.04780045747756958, val_loss: 0.04519816115498543
Epoch: 57 time: 17.054904455319047, train_loss: 0.049641793966293334, val_loss: 0.0792672336101532
Epoch: 58 time: 15.918102523311973, train_loss: 0.04601301848888397, val_loss: 0.03551454842090607
Epoch: 59 time: 17.984128108248115, train_loss: 0.049415379762649536, val_loss: 0.043832290917634964
Epoch: 60 time: 16.200943496078253, train_loss: 0.046536815166473386, val_loss: 0.05749724060297012
Epoch: 61 time: 15.134746631607413, train_loss: 0.043599551916122435, val_loss: 0.04509032517671585
Epoch: 62 time: 15.95935614593327, train_loss: 0.04308218061923981, val_loss: 0.033354487270116806
Epoch: 63 time: 16.601060332730412, train_loss: 0.0534515380859375, val_loss: 0.04849902540445328
Epoch: 64 time: 16.822765164077282, train_loss: 0.05080029964447021, val_loss: 0.0782892033457756
Epoch: 65 time: 16.721419664099813, train_loss: 0.05049639344215393, val_loss: 0.046369124203920364
Epoch: 66 time: 16.626374879851937, train_loss: 0.043449965119361875, val_loss: 0.039983753114938736
Epoch: 67 time: 17.11101063527167, train_loss: 0.04444608688354492, val_loss: 0.04148055985569954
Epoch: 68 time: 17.39190517552197, train_loss: 0.048429012298583984, val_loss: 0.03663862496614456
Epoch: 69 time: 16.25521430373192, train_loss: 0.04433294832706451, val_loss: 0.049683816730976105
Epoch: 70 time: 16.44744534790516, train_loss: 0.04489608108997345, val_loss: 0.037332553416490555
Epoch: 71 time: 16.733480766415596, train_loss: 0.043212690949440004, val_loss: 0.03852108120918274
Epoch: 72 time: 16.863680087029934, train_loss: 0.04655767381191254, val_loss: 0.03558442369103432
Epoch: 73 time: 16.19146528095007, train_loss: 0.043638387322425844, val_loss: 0.03215771168470383
Epoch: 74 time: 16.19629434682429, train_loss: 0.041284939646720885, val_loss: 0.04946586862206459
Epoch: 75 time: 16.70157534070313, train_loss: 0.04902104437351227, val_loss: 0.04583729803562164
Epoch: 76 time: 16.54802469909191, train_loss: 0.04455446898937225, val_loss: 0.045468129217624664
Epoch: 77 time: 16.4052353836596, train_loss: 0.04715327322483063, val_loss: 0.04118426516652107
Epoch: 78 time: 16.30951089039445, train_loss: 0.05131251811981201, val_loss: 0.04904903843998909
Epoch: 79 time: 16.50485492683947, train_loss: 0.043403416872024536, val_loss: 0.04592275619506836
Epoch: 80 time: 16.52445181272924, train_loss: 0.04537554085254669, val_loss: 0.03712565079331398
Epoch: 81 time: 16.963513711467385, train_loss: 0.043975469470024106, val_loss: 0.038766130805015564
Epoch: 82 time: 17.828529119491577, train_loss: 0.043444618582725525, val_loss: 0.04640321061015129
Epoch: 83 time: 16.578148463740945, train_loss: 0.049698364734649655, val_loss: 0.043521616607904434
Epoch: 84 time: 16.18964621052146, train_loss: 0.04178844094276428, val_loss: 0.038392528891563416
Epoch: 85 time: 15.92015429213643, train_loss: 0.039932653307914734, val_loss: 0.0560348816215992
Epoch: 86 time: 17.1872275788337, train_loss: 0.049153763055801394, val_loss: 0.06088443472981453
Epoch: 87 time: 16.884814094752073, train_loss: 0.04577921032905578, val_loss: 0.042969319969415665
Epoch: 88 time: 16.744714563712478, train_loss: 0.044033202528953555, val_loss: 0.04419543221592903
Epoch: 89 time: 16.9510682746768, train_loss: 0.04069427251815796, val_loss: 0.042921822518110275
Epoch: 90 time: 16.749997491016984, train_loss: 0.045889618992805484, val_loss: 0.036177635192871094
Epoch: 91 time: 16.698022482916713, train_loss: 0.040966334939002993, val_loss: 0.03586757183074951
Epoch: 92 time: 17.25937631353736, train_loss: 0.04863968193531036, val_loss: 0.03550916165113449
Epoch: 93 time: 17.37096327356994, train_loss: 0.05287444591522217, val_loss: 0.046956539154052734
Epoch: 94 time: 15.915404539555311, train_loss: 0.05026512145996094, val_loss: 0.0529620423913002
Epoch: 95 time: 15.62352953478694, train_loss: 0.04432275891304016, val_loss: 0.04247453808784485
Epoch: 96 time: 15.458071326836944, train_loss: 0.04020116329193115, val_loss: 0.044485002756118774
Epoch: 97 time: 15.977858543395996, train_loss: 0.04163161516189575, val_loss: 0.03572528064250946
Epoch: 98 time: 16.57139759324491, train_loss: 0.041074922680854796, val_loss: 0.03619418665766716
Epoch: 99 time: 17.562771117314696, train_loss: 0.039309486746788025, val_loss: 0.0311281755566597
Test loss: 0.031075678088448265
